"HR","Name","Vmag","IRflag","RA1900","DE1900","RA","DE","GLON","GLAT","""B-V""","""U-B""","pmRA","pmDE","RadVel"
5353,"",6.47,"",14.2116666666667,-6.92666666666667,14.3001666666667,-6.4575,337.18,49.49,0.73,0.35,0.254,-0.24,-14
5354,"Iot Lup",3.55,"",14.2166388888889,-44.4036111111111,14.3233888888889,-45.9422222222222,318.48,14.14,-0.18,-0.72,-0.013,0.002,22
5355,"",5.9,"",14.2184166666667,-17.7469444444444,14.3106388888889,-17.2838888888889,330.06,39.52,0,-0.04,-0.059,-0.042,-9
5356,"",5.87,"",14.2223055555556,-24.6361111111111,14.3168888888889,-24.1844444444444,326.53,33.01,0.5,-0.09,-0.372,0.35,-21
5357,"",5.94,"",14.2224722222222,-35.4594444444444,14.3233055555556,-36.9963888888889,321.83,22.62,0.08,0.04,-0.047,-0.059,0
5358,"",4.33,"",14.2222777777778,-54.0744444444444,14.33875,-55.6133333333333,315.05,4.38,0.12,-0.43,-0.014,-0.009,4
5359,"100Lam Vir",4.52,"I",14.2282777777778,-11.0891666666667,14.3185,-12.6288888888889,333.4,44.25,0.13,0.12,-0.015,0.03,-11
5360,"",6.2,"",14.2299444444444,51.7697222222222,14.2891944444444,51.3072222222222,94.87,60.88,0.04,NA,-0.025,-0.005,-9
5361,"",4.81,"I",14.2294722222222,35.9708333333333,14.2999444444444,35.5094444444444,62.73,69.76,1.06,0.92,0.004,0.016,-26
5362,"",5.56,"",14.2313055555556,-41.4011111111111,14.3360277777778,-42.9411111111111,319.69,16.91,0.92,0.6,-0.01,0.01,-19
5363,"",6.32,"",14.2348888888889,48.4647222222222,14.297,48.0016666666667,89.83,63.2,0.44,NA,-0.01,-0.045,-17
5364,"",4.77,"",14.23875,-43.2747222222222,14.3451388888889,-44.8127777777778,319.01,14.88,0.31,0.06,0.034,-0.08,0
5365,"18    Boo",5.41,"",14.2405,13.4655555555556,14.3211944444444,13.0041666666667,2.76,65.08,0.38,-0.03,0.106,-0.03,-3
5366,"102Ups Vir",5.14,"I",14.2397777777778,-0.196666666666667,14.3256944444444,-1.73444444444444,342.25,53.74,1.02,0.85,-0.12,-0.074,-27
5367,"Psi Cen",4.05,"",14.2411944444444,-36.5747222222222,14.3426111111111,-36.1147222222222,321.72,21.71,-0.03,-0.11,-0.063,-0.012,-5
5368,"",6.19,"",14.2429444444444,0.844722222222222,14.3280277777778,0.384166666666667,344.97,55.88,0.2,0.09,-0.041,-0.013,-22
5369,"",6.86,"",14.2469722222222,39.2269444444444,14.3154722222222,38.7675,70.98,68.36,1.06,0.89,-0.001,0.031,-10
5370,"20    Boo",4.86,"I",14.2503333333333,16.765,14.3292222222222,16.3069444444444,9.59,66.86,1.23,1.4,-0.142,0.06,-8
5371,"",4.92,"",14.2575277777778,-57.9977777777778,14.3769444444444,-57.5405555555555,314.64,2.33,0.86,0.48,-0.052,0.013,15
5372,"",6.53,"",14.2601944444444,55.3236111111111,14.3155,54.8641666666667,99.05,58.02,NA,NA,-0.028,0.011,-3
5373,"",6.33,"",14.2614722222222,39.2536111111111,14.3299166666667,38.7938888888889,70.85,68.19,0.05,0.05,0.022,-0.013,-11
5374,"",6.44,"",14.2628333333333,30.8880555555556,14.33575,30.4291666666667,47.84,70.32,0.15,0.1,-0.01,-0.005,1
5375,"",6.09,"",14.2684166666667,-46.1372222222222,14.3774166666667,-47.6797222222222,318.2,11.83,-0.13,-0.91,-0.013,-0.013,-18
5376,"",5.56,"",14.2721944444444,-33.6702777777778,14.3721388888889,-33.2130555555556,323.33,24.46,-0.09,NA,-0.025,0.001,-37
5377,"",6.02,"",14.2777222222222,-49.6841666666667,14.3889722222222,-49.2277777777778,317.43,9.5,1.36,NA,-0.005,-0.004,-7
5378,"",4.42,"",14.2812222222222,-38.945,14.3839444444444,-38.4877777777778,321.57,20.02,-0.18,-0.75,-0.027,-0.032,8
5379,"",5.61,"",14.2801388888889,-66.2597222222222,14.4184166666667,-67.8047222222222,311.48,-6.89,0.49,0.01,-0.012,-0.003,-22
5380,"",6,"",14.2833333333333,-51.2797222222222,14.3967777777778,-52.8233333333333,316.64,7.22,1.1,NA,-0.071,-0.024,7
5381,"51    Hya",4.77,"I",14.2888611111111,-26.705,14.3849444444444,-26.2461111111111,326.6,30.87,1.31,1.54,-0.193,-0.112,20
5382,"",6.36,"",14.2943055555556,-64.2813888888889,14.4276388888889,-65.8266666666667,312.26,-5.02,0.13,0.06,-0.059,-0.026,18
5383,"2    Lib",6.21,"",14.3007222222222,-10.7427777777778,14.3904444444444,-10.2858333333333,335.82,45.2,0.99,NA,-0.009,-0.058,-1
5384,"",6.27,"I",14.3023333333333,1.71,14.3875833333333,1.24166666666667,347.17,56.02,0.63,0.09,0.226,-0.477,-19
5385,"",6.86,"",14.3076388888889,8.9,14.3896111111111,8.445,356.56,61.33,0.43,-0.01,-0.075,-0.008,-18
5386,"",5.12,"",14.3076666666667,8.90166666666667,14.3896388888889,8.44666666666667,356.56,61.33,-0.02,-0.07,-0.075,-0.008,-23
5387,"",6.22,"",14.3103888888889,25.7911111111111,14.3852222222222,25.3380555555556,33.14,69.39,0.37,-0.02,-0.155,0.064,-10
5388,"",5.95,"",14.3180555555556,8.69833333333333,14.40025,8.24361111111111,356.48,61.08,0.06,0.08,0.003,-0.025,-7
5389,"",6.07,"",14.3173333333333,-75.7216666666667,14.4935555555556,-75.2708333333333,308.6,-14.95,1.18,1.11,-0.039,-0.026,-8
5390,"",5.32,"",14.3183611111111,-23.6475,14.4135,-23.1936111111111,328.45,33.4,0.96,0.71,-0.055,-0.016,-22
5391,"",5.85,"",14.3188333333333,-64.6305555555556,14.4519722222222,-64.1783333333333,312.52,-4.75,1.5,1.76,-0.018,-0.013,-20
5392,"",5.1,"",14.3201944444444,6.27361111111111,14.4031388888889,5.82,353.1,59.33,0.12,0.1,-0.077,0.005,-10
5393,"",6.49,"",14.3217222222222,-10.7844444444444,14.4113611111111,-10.3302777777778,336.23,45.09,0.42,0.04,-0.071,-0.029,-36
5394,"",6.19,"",14.3230555555556,8.54111111111111,14.4050833333333,8.085,356.35,60.92,1.2,1.29,-0.114,-0.092,-31
5395,"Tau1Lup",4.56,"",14.3285833333333,-43.2308333333333,14.4356111111111,-44.7786111111111,319.92,14.5,-0.15,-0.79,-0.012,-0.013,-22
5396,"Tau2Lup",4.35,"",14.3291111111111,-43.0727777777778,14.4363333333333,-44.6205555555556,319.87,14.35,0.43,0.19,0.016,-0.008,-1
5397,"",6.61,"",14.3318611111111,-18.4827777777778,14.4249444444444,-18.0302777777778,331.22,37.68,0.14,0.11,-0.039,-0.006,-2
5398,"",6.32,"",14.3323611111111,-40.1347222222222,14.4370555555556,-41.6808333333333,321.06,17.19,1.19,NA,-0.123,-0.071,-33
5399,"",6.48,"",14.3336944444444,-25.6013888888889,14.4299166666667,-25.1475,327.67,31.45,0.94,NA,-0.019,-0.061,7
5400,"",6.35,"",14.3437777777778,-38.5775,14.4471944444444,-38.1261111111111,322.14,19.41,-0.08,NA,-0.019,-0.016,8
5401,"",5.83,"",14.3458888888889,-44.3183333333333,14.4533888888889,-45.8655555555556,319.75,13.59,0.31,0.16,-0.153,-0.082,-26
5402,"",6.27,"",14.3567222222222,38.8447222222222,14.4247777777778,38.3930555555556,68.67,67.34,1.23,1.26,0.007,-0.013,25
5403,"",6.45,"",14.3568888888889,-57.2516666666667,14.47875,-58.8022222222222,315.11,1.35,0.14,0.13,-0.011,-0.015,2
5404,"23The Boo",4.05,"I",14.3631944444444,52.3130555555556,14.4199444444444,51.8508333333333,93.84,59.65,0.5,0.01,-0.236,-0.397,-11
5405,"22    Boo",5.39,"",14.3633888888889,19.6763888888889,14.4409444444444,19.2269444444444,18.06,66.82,0.23,0.23,-0.071,0.025,-28
5406,"104    Vir",6.17,"",14.36925,-4.33083333333333,14.4567777777778,-5.87972222222222,341.39,49.45,0.09,0.11,-0.071,-0.058,-15
5407,"52    Hya",4.97,"",14.3719166666667,-28.9577777777778,14.4695555555556,-28.5083333333333,326.95,28.83,-0.07,-0.41,-0.024,-0.023,16
5408,"",5.83,"",14.3820277777778,-66.7305555555556,14.52125,-66.2827777777778,312.2,-6.66,1,0.78,0.035,-0.066,78
5409,"105Phi Vir",4.81,"",14.3841388888889,-0.220277777777778,14.4700277777778,-1.77194444444444,345.22,52.51,0.7,0.21,-0.139,-0.002,-10
5410,"106    Vir",5.42,"I",14.3903055555556,-5.54861111111111,14.47825,-5.09944444444444,341.13,48.62,1.49,1.76,-0.019,-0.052,-49
5411,"",6.63,"",14.3916388888889,41.4738888888889,14.4575833333333,41.025,74.26,65.88,0.37,-0.05,-0.056,-0.019,-17
5412,"",5.5,"",14.3948333333333,-43.1258333333333,14.5023888888889,-44.6783333333333,320.55,14.15,-0.08,-0.27,-0.046,-0.04,10
5413,"",5.37,"",14.39475,-48.9283333333333,14.5058055555556,-48.4808333333333,318.95,10.25,0.05,NA,-0.052,-0.047,0
5414,"",7.62,"",14.4019722222222,28.7366666666667,14.4754166666667,28.2891666666667,41.69,68.52,-0.01,0,0.028,-0.013,-13
5415,"",7.12,"",14.4025,28.7377777777778,14.4759166666667,28.2908333333333,41.69,68.51,-0.03,-0.03,0.017,0.008,-12
5416,"",6.1,"",14.4021944444444,36.6441666666667,14.4712222222222,36.1969444444444,62.79,67.57,NA,NA,-0.024,0.002,-18
5417,"",6.39,"",14.4112222222222,-39.6,14.5156944444444,-39.155,322.51,18.21,1.44,NA,-0.03,0.003,-16
5418,"",5.94,"",14.4123611111111,1.27444444444444,14.4973611111111,0.828888888888889,348.95,54.66,0.16,0.11,0.01,0.002,-9
5419,"",5.97,"",14.4163888888889,-37.5741666666667,14.5196666666667,-37.1302777777778,323.38,20.01,1.06,NA,0.005,0.023,8
5420,"24    Boo",5.59,"",14.4191666666667,50.2922222222222,14.4771666666667,49.8447222222222,90.16,60.64,0.85,0.44,-0.305,-0.046,-6
5421,"",6.93,"",14.423,-55.5558333333333,14.5424722222222,-55.1122222222222,316.44,3.31,0.91,0.6,-0.027,-0.012,-22
5422,"",6.06,"",14.4257222222222,32.2361111111111,14.4971388888889,31.7911111111111,51.15,68.13,-0.03,-0.09,-0.018,0.004,-9
5423,"",6.35,"",14.4278611111111,42.2472222222222,14.4935555555556,41.7958333333333,75.46,65.16,0.7,0.21,0.162,-0.218,-1
5424,"",6.02,"I",14.4291666666667,5.21694444444444,14.5126111111111,4.77222222222222,353.97,57.44,1.42,1.67,0.009,-0.012,6
5425,"Sig Lup",4.42,"",14.4312777777778,-49.9861111111111,14.5435833333333,-49.5430555555556,318.93,9.25,-0.19,-0.84,-0.043,-0.01,-2
5426,"",5.87,"",14.4418888888889,-53.4433333333333,14.559,-53.0016666666667,317.3,5,0.48,NA,-0.095,0.004,0
5427,"",5.87,"",14.4435,-51.7625,14.5583055555556,-51.32,318.19,7.14,1.09,NA,-0.006,-0.031,-42
5428,"",6.09,"",14.4538611111111,-29.7275,14.5526666666667,-29.2858333333333,327.47,27.27,1.03,0.84,0.04,-0.015,10
5429,"25Rho Boo",3.58,"I",14.4586666666667,30.8102777777778,14.5305,30.3713888888889,47.29,67.8,1.3,1.44,-0.1,0.119,-14
5430,"5    UMi",4.25,"I",14.4621666666667,76.1405555555556,14.45875,75.6961111111111,115.39,39.99,1.44,1.7,0.009,0.023,10
5431,"",6.6,"",14.4631666666667,-40.3413888888889,14.5688888888889,-41.9002777777778,322.56,16.83,0.06,NA,-0.016,-0.029,-56
5432,"",6.4,"",14.4636111111111,-58.4247222222222,14.5881111111111,-59.9841666666667,315.57,0.28,1.26,NA,-0.021,-0.031,-7
5433,"",6.01,"",14.4651666666667,27.1194444444444,14.5389444444444,26.6772222222222,37.58,67.54,0.22,0.07,-0.064,-0.029,-4
5434,"26    Boo",5.92,"",14.4666111111111,22.7002777777778,14.5423611111111,22.26,26.51,66.57,0.35,0.07,-0.127,0.039,-12
5435,"27Gam Boo",3.03,"I",14.4675,38.7455555555556,14.5346388888889,38.3083333333333,67.26,66.17,0.19,0.12,-0.114,0.153,-37
5436,"",6.09,"",14.4731666666667,63.6277777777778,14.5128055555556,63.1855555555556,105.61,50.47,0.41,-0.04,-0.178,0,-3
5437,"",6.27,"",14.4832777777778,60.6661111111111,14.5285555555556,60.2255555555556,102.58,52.76,0.24,0.14,-0.049,0.021,-19
5438,"",6.5,"",14.4869166666667,-19.9994444444444,14.58075,-19.5608333333333,333.37,36.25,0.14,NA,0.017,0.002,0
5439,"",5.87,"",14.4866111111111,-40.9213888888889,14.5920833333333,-40.4827777777778,323.05,17.25,-0.08,NA,-0.02,-0.017,10
5440,"Eta Cen",2.31,"",14.4859166666667,-40.2813888888889,14.5917777777778,-41.8422222222222,322.77,16.67,-0.19,-0.83,-0.035,-0.035,0
5441,"",6.43,"",14.4875,37.4008333333333,14.5556388888889,36.9594444444445,63.89,66.37,NA,NA,-0.004,-0.057,2
5442,"",5.76,"I",14.4897222222222,55.8386111111111,14.5419166666667,55.3977777777778,96.99,56.34,1.5,NA,0.006,-0.015,3
5443,"",6.04,"",14.4895555555556,-66.5122222222222,14.6295277777778,-66.0677777777778,312.69,-7.1,0.5,-0.02,-0.343,-0.29,-30
5444,"",5.55,"",14.4961388888889,-44.1913888888889,14.6052777777778,-45.7547222222222,321.2,12.87,1.48,1.72,-0.038,0.019,-60
5445,"",6.33,"",14.499,32.9730555555556,14.5699166666667,32.5344444444444,52.82,67.13,0.4,-0.03,0.108,0.007,-8
5446,"",6.13,"",14.5025277777778,-38.8402777777778,14.6067222222222,-38.4027777777778,324.04,18.93,1.05,NA,-0.037,-0.018,-31
5447,"28Sig Boo",4.46,"",14.5054166666667,30.1794444444444,14.578,29.745,45.62,67.2,0.36,-0.08,0.189,0.132,0
5448,"",6.03,"I",14.5092222222222,37.0652777777778,14.5773611111111,36.6258333333333,62.91,66.22,1.38,NA,-0.029,-0.054,-12
5449,"",5.74,"",14.5075833333333,-38.2252777777778,14.6122777777778,-39.7883333333333,323.84,18.35,-0.12,NA,-0.016,-0.025,2
5450,"",5.41,"",14.5130277777778,-44.3025,14.62225,-45.8661111111111,321.41,12.9,1.01,0.73,-0.014,-0.02,-16
5451,"",6.48,"",14.5207222222222,57.5094444444444,14.5710833333333,57.0652777777778,98.69,54.95,0.49,-0.03,0.217,-0.229,-22
5452,"",5.74,"I",14.5193888888889,49.8041666666667,14.5776666666667,49.3683333333333,88.15,60.21,1.56,1.88,-0.045,0.054,-20
5453,"Rho Lup",4.05,"",14.5192777777778,-47.01,14.6314444444444,-48.5741666666667,320.13,9.86,-0.15,-0.56,-0.024,-0.031,8
5454,"",6.38,"",14.5265555555556,23.6855555555556,14.6019166666667,23.2502777777778,29.44,66.05,1.06,0.9,-0.012,0.027,7
5455,"",6.2,"",14.5279166666667,-10.1197222222222,14.6166111111111,-11.6947222222222,339.35,42.97,0.46,-0.03,-0.872,0.365,-70
5456,"",6.02,"",14.5346944444444,-37.6405555555556,14.6387777777778,-37.2058333333333,324.76,19.51,1.43,NA,0.066,-0.023,28
5457,"",6.07,"",14.5436666666667,-45.8544444444444,14.6530555555556,-45.4158333333333,321.52,12.36,0.51,0.03,-0.182,-0.211,-12
5458,"",6.39,"",14.5452222222222,-47.3808333333333,14.6568611111111,-48.9444444444444,320.52,10.1,0.44,0.01,-0.167,-0.132,-17
5459,"Alp1Cen",-0.01,"I",14.54675,-59.5772222222222,14.6599722222222,-59.1647222222222,315.78,-0.71,0.71,0.24,-3.642,0.699,-22
5460,"Alp2Cen",1.33,"I",14.54675,-59.5772222222222,14.6600277777778,-59.1644444444444,315.78,-0.71,0.88,0.68,-3.646,0.7,-21
5461,"",6.3,"",14.5553055555556,-55.9908333333333,14.6757777777778,-55.5591666666667,317.63,3.29,1.18,NA,-0.007,-0.011,-5
5462,"",5.91,"",14.5596944444444,18.7330555555556,14.6372222222222,18.2983333333333,18.81,63.9,1.1,0.99,-0.029,-0.068,-14
5463,"Alp Cir",3.19,"",14.5736666666667,-63.4602777777778,14.7084444444444,-63.0247222222222,314.34,-4.59,0.24,0.12,-0.192,-0.232,7
5464,"",5.7,"I",14.5741944444444,44.0733333333333,14.6368055555556,43.6419444444444,77.43,62.89,1.48,1.68,-0.113,0.03,-49
5465,"",6.22,"",14.5749166666667,-57.8144444444444,14.6988055555556,-57.3838888888889,316.91,1.23,0.45,NA,0.019,-0.042,11
5466,"",5.67,"",14.5813055555556,-34.295,14.6837222222222,-35.865,326.5,21.67,-0.08,-0.38,-0.022,-0.008,-23
5467,"",5.85,"",14.5846666666667,54.4555555555556,14.6375555555556,54.0233333333333,94.17,56.73,-0.01,0,0.018,-0.016,-3
5468,"33    Boo",5.39,"",14.58525,44.8361111111111,14.6472777777778,44.4044444444444,78.76,62.42,0,-0.04,-0.067,-0.017,-13
5469,"Alp Lup",2.3,"",14.5879166666667,-45.0411111111111,14.6988333333333,-46.6116666666667,321.61,11.44,-0.2,-0.89,-0.021,-0.018,5
5470,"Alp Aps",3.83,"",14.5904444444444,-77.3797222222222,14.7976666666667,-78.9552777777778,308.49,-17.45,1.43,1.68,-0.012,-0.015,-1
5471,"",4,"",14.59575,-36.6358333333333,14.6993333333333,-36.2063888888889,325.9,20.1,-0.17,-0.7,-0.023,-0.032,1
5472,"",6.1,"",14.5970277777778,22.4041666666667,14.67275,21.9755555555556,27.15,64.75,0.4,0.02,-0.018,0.034,1
5473,"",5.91,"",14.5987222222222,13.9638888888889,14.6784444444444,13.5341666666667,10.34,61.1,0.21,0.04,0.055,-0.025,-8
5474,"",6.37,"",14.5981111111111,-29.4958333333333,14.6975277777778,-29.0666666666667,329.23,26.24,-0.09,NA,-0.031,-0.022,-11
5475,"29Pi 1Boo",4.94,"",14.6004166666667,16.8469444444444,14.6787777777778,16.4183333333333,15.64,62.54,-0.03,-0.31,0.015,0.015,-1
5476,"29Pi 2Boo",5.88,"",14.6005555555556,16.8466666666667,14.6788611111111,16.4177777777778,15.64,62.54,0.24,0.1,0.001,0.01,-7
5477,"30Zet Boo",4.83,"",14.6061944444444,14.1572222222222,14.6858055555556,13.7283333333333,10.8,61.12,NA,NA,0.053,-0.016,-6
5478,"30Zet Boo",4.43,"",14.6061944444444,14.1572222222222,14.6858055555556,13.7283333333333,10.8,61.12,0.05,0.05,0.053,-0.016,-6
5479,"",6.26,"",14.6064444444444,80.0922222222222,14.5606388888889,79.6602777777778,117.41,36.35,1.3,1.46,-0.101,0.081,-23
5480,"31    Boo",4.86,"I",14.6122222222222,8.58944444444444,14.6941111111111,8.16166666666667,2.05,57.76,1,0.76,-0.009,0.003,-22
5481,"32    Boo",5.56,"",14.6153333333333,12.0913888888889,14.6954166666667,11.6605555555556,7.46,59.86,0.94,0.67,-0.157,-0.114,-23
5482,"",5.36,"",14.6226666666667,-61.5511111111111,14.7548055555556,-61.1241666666667,315.5,-2.81,0.29,NA,0.063,-0.084,-1
5483,"",6.38,"",14.6223333333333,21.5522222222222,14.6983888888889,21.1236111111111,25.53,64.15,NA,NA,-0.01,-0.053,-11
5484,"4    Lib",5.73,"",14.6240555555556,-23.4286111111111,14.7204444444444,-23.0025,332.75,31.32,-0.01,-0.08,-0.019,-0.001,-4
5485,"",4.05,"",14.6256388888889,-33.2569444444444,14.7276111111111,-34.8263888888889,327.48,22.29,1.35,1.53,-0.064,-0.18,-38
5486,"",6.11,"",14.6248055555556,-57.9483333333333,14.74875,-57.5222222222222,317.32,1.19,1.02,NA,-0.083,-0.053,-24
5487,"107Mu  Vir",3.88,"",14.6298055555556,-4.77638888888889,14.7176666666667,-4.34166666666667,346.55,47.54,0.38,-0.02,0.109,-0.316,5
5488,"",6.1,"",14.6328333333333,-54.8227777777778,14.7530277777778,-54.3980555555556,318.57,3.78,-0.06,-0.8,-0.015,-0.013,-6
5489,"",4.92,"",14.6475,-33.2316666666667,14.7497777777778,-34.8080555555556,327.73,22.15,0.01,-0.03,0.003,-0.004,-5
5490,"34    Boo",4.81,"I",14.6504444444444,26.9527777777778,14.7237222222222,26.5277777777778,38,65.06,1.66,1.94,-0.013,-0.017,6
5491,"",6.48,"",14.6496666666667,-86.2583333333333,15.4719722222222,-87.8669444444445,304.24,-25.68,0.3,0.1,-0.091,-0.077,-15
5492,"",6.25,"",14.6593055555556,61.6880555555556,14.7008888888889,61.2619444444444,102.09,51.16,0.41,-0.01,0.07,-0.03,-6
5493,"",5.73,"I",14.6643333333333,40.8822222222222,14.729,40.4591666666667,70.09,63.3,1.39,NA,-0.014,0.023,13
5494,"",5.74,"",14.6632222222222,-46.9808333333333,14.77475,-46.5588888888889,322.3,11.06,0.07,0.08,-0.022,-0.015,-11
5495,"",5.21,"",14.6670555555556,-50.0397222222222,14.7836944444444,-51.6163888888889,320.2,6.57,0.98,NA,-0.016,-0.082,-21
5496,"",6.07,"I",14.6674444444444,0.995,14.75325,-0.582222222222222,351.32,50.45,1.61,1.94,-0.053,-0.004,-47
5497,"54    Hya",4.94,"",14.6701666666667,-24.9813888888889,14.7666944444444,-24.5569444444444,333.13,30.63,0.35,0.1,-0.15,-0.104,-13
5498,"",6.07,"",14.6703055555556,-50.2155555555556,14.78675,-51.7944444444444,320.31,6.72,0.09,NA,-0.025,-0.017,-34
5499,"",5.81,"",14.6728333333333,-21.27,14.7685555555556,-22.8469444444444,334.5,32.6,0.98,NA,0.027,-0.058,7
5500,"",5.91,"",14.6711666666667,-65.8263888888889,14.8123333333333,-65.4061111111111,314.22,-6.33,-0.07,-0.7,-0.021,-0.025,19
5501,"108    Vir",5.69,"",14.6734722222222,1.13944444444444,14.7583888888889,0.717222222222222,353.72,51.97,-0.03,-0.07,-0.038,-0.007,-20
5502,"35Omi Boo",4.6,"I",14.6762222222222,17.3877777777778,14.7540277777778,16.9644444444444,17.74,61.82,0.98,0.75,-0.058,-0.049,-9
5503,"5    Lib",6.33,"",14.6741111111111,-14.9619444444444,14.7660555555556,-14.5402777777778,339.48,39.15,1.19,NA,-0.032,0,-40
5504,"",6.4,"",14.6751111111111,-19.2480555555556,14.7696944444444,-20.8238888888889,335.73,34.29,0.58,0.15,-0.062,-0.104,0
5505,"36Eps Boo",5.12,"",14.6769722222222,27.4963888888889,14.7497777777778,27.075,39.38,64.78,NA,NA,-0.05,0.021,-23
5506,"36Eps Boo",2.7,"I",14.6769722222222,27.4958333333333,14.7497777777778,27.0741666666667,39.38,64.78,0.97,0.73,-0.049,0.021,-17
5507,"",6.13,"",14.6786944444444,19.3061111111111,14.75575,18.8847222222222,21.51,62.6,0.83,NA,0.032,0.014,-4
5508,"",5.94,"",14.6801666666667,-36.1319444444444,14.78475,-37.7091666666667,326.62,19.2,1.33,NA,0.052,-0.09,41
5509,"",6.3,"",14.6838611111111,-42.8633333333333,14.79225,-42.4425,324.22,14.46,1.08,0.88,-0.013,-0.032,-23
5510,"",6.28,"I",14.6840555555556,33.2119444444444,14.7538055555556,32.7883333333333,52.83,64.79,1.58,1.9,0.045,-0.072,30
5511,"109    Vir",3.72,"",14.6865277777778,2.31416666666667,14.7708055555556,1.89277777777778,355.28,52.68,-0.01,-0.03,-0.114,-0.026,-6
5512,"",5.63,"I",14.68975,15.5519444444444,14.7683333333333,15.1319444444444,14.55,60.79,1.57,1.31,-0.084,0.02,-22
5513,"",6.06,"I",14.6923333333333,-19.0947222222222,14.7871388888889,-20.6752777777778,335.89,34.03,1.65,1.98,-0.013,0.004,-24
5514,"55    Hya",5.63,"",14.6926111111111,-24.7955555555556,14.7895833333333,-24.3755555555556,333.34,30.32,NA,NA,-0.008,-0.016,-18
5515,"",6.23,"",14.6965555555556,-55.7536111111111,14.8185833333333,-55.3322222222222,318.61,2.58,1.13,1.06,-0.11,-0.123,13
5516,"56    Hya",5.24,"",14.6984444444444,-24.3316666666667,14.7957777777778,-25.9125,333.15,29.87,0.94,0.65,0.041,-0.007,-1
5517,"57    Hya",5.77,"",14.7017777777778,-25.7727777777778,14.7993055555556,-25.3536111111111,332.88,29.36,-0.02,-0.09,-0.013,-0.011,6
5518,"",6.35,"",14.7076111111111,-11.5808333333333,14.7985833333333,-11.1602777777778,341.92,41.05,1.1,0.95,0.043,-0.085,33
5519,"",6.04,"",14.7071111111111,-35.7844444444444,14.8105833333333,-35.3652777777778,327.72,20.53,1.54,1.28,-0.014,-0.048,41
5520,"",5.6,"",14.7203333333333,-71.2225,14.8871388888889,-72.81,311.56,-12.39,0.82,0.42,0.021,0.033,38
5521,"",5.68,"I",14.7255277777778,-22.165,14.8218611111111,-23.7483333333333,334.59,31.28,1.3,NA,-0.023,-0.003,-26
5522,"",6.14,"",14.7293888888889,0.431666666666667,14.8150277777778,0.847777777777778,353,50.25,-0.04,-0.1,-0.008,0.017,-16
5523,"7Mu  Lib",5.31,"",14.7305555555556,-12.2675,14.8219722222222,-13.8511111111111,341.3,39.78,0.07,-0.05,-0.061,-0.014,-4
5524,"",6.14,"",14.7325555555556,24.7819444444444,14.8064722222222,24.3666666666667,33.54,63.58,0.48,0.08,-0.11,0.045,-31
5525,"Pi 1Oct",5.65,"",14.7371388888889,-81.1766666666667,15.0307777777778,-82.7722222222222,306.84,-21.37,0.95,0.75,0.016,0.053,14
5526,"58    Hya",4.41,"I",14.7402222222222,-26.4561111111111,14.8381388888889,-26.0397222222222,332.65,27.97,1.4,1.49,-0.241,-0.059,-10
5527,"",5.87,"",14.7409166666667,-62.6033333333333,14.8763888888889,-62.19,315.83,-4.01,0.72,0.22,-0.024,-0.009,-21
5528,"Omi Lup",4.32,"",14.7518055555556,-42.8386111111111,14.8606666666667,-42.4244444444444,324.9,14.11,-0.15,-0.61,-0.02,-0.027,7
5529,"",6.16,"",14.7530833333333,38.2233333333333,14.8185277777778,37.8111111111111,63.78,63.12,0.36,-0.07,-0.253,0.111,-35
5530,"8Alp1Lib",5.15,"",14.7525555555556,-14.4186111111111,14.8447777777778,-14.0027777777778,340.31,38.07,0.41,-0.03,-0.098,-0.066,-23
5531,"9Alp2Lib",2.75,"I",14.75575,-14.3738888888889,14.8479722222222,-15.9583333333333,340.33,38.01,0.15,0.09,-0.106,-0.067,-10
